Indicator,State,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
Symptoms of Depressive Disorder,New Jersey,01/26/2022,02/07/2022,23.6,19.5,28.2,19.5 - 28.2,21.8-23.8
Symptoms of Depressive Disorder,New Mexico,01/26/2022,02/07/2022,24.9,21.3,28.6,21.3 - 28.6,23.9-29.6
Symptoms of Depressive Disorder,New York,01/26/2022,02/07/2022,20.5,17.2,24.2,17.2 - 24.2,20.4-21.7
Symptoms of Depressive Disorder,North Carolina,01/26/2022,02/07/2022,18.0,14.8,21.6,14.8 - 21.6,15.0-20.3
Symptoms of Depressive Disorder,North Dakota,01/26/2022,02/07/2022,21.2,16.9,26.1,16.9 - 26.1,20.4-21.7
Symptoms of Depressive Disorder,Ohio,01/26/2022,02/07/2022,20.3,17.3,23.7,17.3 - 23.7,15.0-20.3
Symptoms of Depressive Disorder,Oklahoma,01/26/2022,02/07/2022,25.1,21.2,29.3,21.2 - 29.3,23.9-29.6
Symptoms of Depressive Disorder,Oregon,01/26/2022,02/07/2022,25.0,22.7,27.4,22.7 - 27.4,23.9-29.6
Symptoms of Depressive Disorder,Pennsylvania,01/26/2022,02/07/2022,21.7,18.0,25.8,18.0 - 25.8,20.4-21.7
Symptoms of Depressive Disorder,Rhode Island,01/26/2022,02/07/2022,20.7,16.9,25.1,16.9 - 25.1,20.4-21.7
Symptoms of Depressive Disorder,South Carolina,01/26/2022,02/07/2022,20.0,16.7,23.8,16.7 - 23.8,15.0-20.3
Symptoms of Depressive Disorder,South Dakota,01/26/2022,02/07/2022,16.9,12.8,21.7,12.8 - 21.7,15.0-20.3
Symptoms of Depressive Disorder,Tennessee,01/26/2022,02/07/2022,25.5,22.4,28.8,22.4 - 28.8,23.9-29.6
Symptoms of Depressive Disorder,Texas,01/26/2022,02/07/2022,23.2,20.7,25.9,20.7 - 25.9,21.8-23.8
Symptoms of Depressive Disorder,Utah,01/26/2022,02/07/2022,19.8,17.2,22.7,17.2 - 22.7,15.0-20.3
Symptoms of Depressive Disorder,Vermont,01/26/2022,02/07/2022,17.5,14.0,21.4,14.0 - 21.4,15.0-20.3
Symptoms of Depressive Disorder,Virginia,01/26/2022,02/07/2022,21.4,18.0,25.1,18.0 - 25.1,20.4-21.7
Symptoms of Depressive Disorder,Washington,01/26/2022,02/07/2022,22.6,20.4,24.8,20.4 - 24.8,21.8-23.8
Symptoms of Depressive Disorder,West Virginia,01/26/2022,02/07/2022,27.4,21.8,33.5,21.8 - 33.5,23.9-29.6
Symptoms of Depressive Disorder,Wisconsin,01/26/2022,02/07/2022,21.8,18.5,25.4,18.5 - 25.4,21.8-23.8
Symptoms of Depressive Disorder,Wyoming,01/26/2022,02/07/2022,23.8,19.2,29.0,19.2 - 29.0,21.8-23.8
Symptoms of Anxiety Disorder,Alabama,01/26/2022,02/07/2022,30.4,23.9,37.4,23.9 - 37.4,29.4-34.4
Symptoms of Anxiety Disorder,Alaska,01/26/2022,02/07/2022,27.4,23.6,31.5,23.6 - 31.5,27.0-29.3
Symptoms of Anxiety Disorder,Arizona,01/26/2022,02/07/2022,26.1,22.4,30.0,22.4 - 30.0,25.5-26.9
Symptoms of Anxiety Disorder,Arkansas,01/26/2022,02/07/2022,34.4,29.4,39.6,29.4 - 39.6,29.4-34.4
Symptoms of Anxiety Disorder,California,01/26/2022,02/07/2022,28.4,26.0,30.9,26.0 - 30.9,27.0-29.3
Symptoms of Anxiety Disorder,Colorado,01/26/2022,02/07/2022,25.4,22.0,29.0,22.0 - 29.0,20.8-25.4
Symptoms of Anxiety Disorder,Connecticut,01/26/2022,02/07/2022,26.4,22.8,30.3,22.8 - 30.3,25.5-26.9
Symptoms of Anxiety Disorder,Delaware,01/26/2022,02/07/2022,29.5,24.5,34.8,24.5 - 34.8,29.4-34.4
Symptoms of Anxiety Disorder,District of Columbia,01/26/2022,02/07/2022,23.7,19.0,28.9,19.0 - 28.9,20.8-25.4
Symptoms of Anxiety Disorder,Florida,01/26/2022,02/07/2022,27.9,24.8,31.2,24.8 - 31.2,27.0-29.3
Symptoms of Anxiety Disorder,Georgia,01/26/2022,02/07/2022,25.5,22.0,29.3,22.0 - 29.3,25.5-26.9
Symptoms of Anxiety Disorder,Hawaii,01/26/2022,02/07/2022,29.0,24.9,33.4,24.9 - 33.4,27.0-29.3
Symptoms of Anxiety Disorder,Idaho,01/26/2022,02/07/2022,23.3,19.9,27.1,19.9 - 27.1,20.8-25.4
Symptoms of Anxiety Disorder,Illinois,01/26/2022,02/07/2022,27.8,24.6,31.1,24.6 - 31.1,27.0-29.3
Symptoms of Anxiety Disorder,Indiana,01/26/2022,02/07/2022,25.2,22.0,28.7,22.0 - 28.7,20.8-25.4
Symptoms of Anxiety Disorder,Iowa,01/26/2022,02/07/2022,21.4,18.4,24.6,18.4 - 24.6,20.8-25.4
Symptoms of Anxiety Disorder,Kansas,01/26/2022,02/07/2022,25.7,22.6,29.0,22.6 - 29.0,25.5-26.9
Symptoms of Anxiety Disorder,Kentucky,01/26/2022,02/07/2022,29.4,25.5,33.5,25.5 - 33.5,29.4-34.4
Symptoms of Anxiety Disorder,Louisiana,01/26/2022,02/07/2022,29.3,23.6,35.6,23.6 - 35.6,27.0-29.3
Symptoms of Anxiety Disorder,Maine,01/26/2022,02/07/2022,27.9,23.3,32.9,23.3 - 32.9,27.0-29.3
Symptoms of Anxiety Disorder,Maryland,01/26/2022,02/07/2022,25.4,22.2,28.8,22.2 - 28.8,20.8-25.4
Symptoms of Anxiety Disorder,Massachusetts,01/26/2022,02/07/2022,26.7,24.0,29.7,24.0 - 29.7,25.5-26.9
Symptoms of Anxiety Disorder,Michigan,01/26/2022,02/07/2022,26.9,23.9,30.1,23.9 - 30.1,25.5-26.9
Symptoms of Anxiety Disorder,Minnesota,01/26/2022,02/07/2022,21.3,18.6,24.3,18.6 - 24.3,20.8-25.4
Symptoms of Anxiety Disorder,Mississippi,01/26/2022,02/07/2022,33.7,26.5,41.4,26.5 - 41.4,29.4-34.4
Symptoms of Anxiety Disorder,Missouri,01/26/2022,02/07/2022,26.2,23.1,29.4,23.1 - 29.4,25.5-26.9
Symptoms of Anxiety Disorder,Montana,01/26/2022,02/07/2022,29.2,25.0,33.7,25.0 - 33.7,27.0-29.3
Symptoms of Anxiety Disorder,Nebraska,01/26/2022,02/07/2022,23.7,19.3,28.6,19.3 - 28.6,20.8-25.4
Symptoms of Anxiety Disorder,Nevada,01/26/2022,02/07/2022,31.1,26.8,35.6,26.8 - 35.6,29.4-34.4
Symptoms of Anxiety Disorder,New Hampshire,01/26/2022,02/07/2022,20.8,17.3,24.6,17.3 - 24.6,20.8-25.4
Symptoms of Anxiety Disorder,New Jersey,01/26/2022,02/07/2022,30.7,27.1,34.5,27.1 - 34.5,29.4-34.4
Symptoms of Anxiety Disorder,New Mexico,01/26/2022,02/07/2022,29.4,25.6,33.4,25.6 - 33.4,29.4-34.4
Symptoms of Anxiety Disorder,New York,01/26/2022,02/07/2022,26.1,21.5,31.2,21.5 - 31.2,25.5-26.9
Symptoms of Anxiety Disorder,North Carolina,01/26/2022,02/07/2022,25.1,21.6,28.9,21.6 - 28.9,20.8-25.4
Symptoms of Anxiety Disorder,North Dakota,01/26/2022,02/07/2022,24.1,19.8,28.9,19.8 - 28.9,20.8-25.4
Symptoms of Anxiety Disorder,Ohio,01/26/2022,02/07/2022,23.1,19.8,26.7,19.8 - 26.7,20.8-25.4
Symptoms of Anxiety Disorder,Oklahoma,01/26/2022,02/07/2022,29.9,25.0,35.2,25.0 - 35.2,29.4-34.4
Symptoms of Anxiety Disorder,Oregon,01/26/2022,02/07/2022,32.0,29.2,34.9,29.2 - 34.9,29.4-34.4
Symptoms of Anxiety Disorder,Pennsylvania,01/26/2022,02/07/2022,27.0,24.1,30.0,24.1 - 30.0,27.0-29.3
Symptoms of Anxiety Disorder,Rhode Island,01/26/2022,02/07/2022,25.4,21.0,30.3,21.0 - 30.3,20.8-25.4
Symptoms of Anxiety Disorder,South Carolina,01/26/2022,02/07/2022,26.0,22.1,30.2,22.1 - 30.2,25.5-26.9
Symptoms of Anxiety Disorder,South Dakota,01/26/2022,02/07/2022,23.8,19.5,28.5,19.5 - 28.5,20.8-25.4
Symptoms of Anxiety Disorder,Tennessee,01/26/2022,02/07/2022,29.0,25.8,32.3,25.8 - 32.3,27.0-29.3
Symptoms of Anxiety Disorder,Texas,01/26/2022,02/07/2022,28.3,25.3,31.4,25.3 - 31.4,27.0-29.3
Symptoms of Anxiety Disorder,Utah,01/26/2022,02/07/2022,24.2,21.5,27.1,21.5 - 27.1,20.8-25.4
Symptoms of Anxiety Disorder,Vermont,01/26/2022,02/07/2022,29.3,24.0,35.1,24.0 - 35.1,27.0-29.3
Symptoms of Anxiety Disorder,Virginia,01/26/2022,02/07/2022,26.4,23.0,30.0,23.0 - 30.0,25.5-26.9
Symptoms of Anxiety Disorder,Washington,01/26/2022,02/07/2022,27.6,25.3,30.0,25.3 - 30.0,27.0-29.3
Symptoms of Anxiety Disorder,West Virginia,01/26/2022,02/07/2022,30.5,25.5,35.8,25.5 - 35.8,29.4-34.4
Symptoms of Anxiety Disorder,Wisconsin,01/26/2022,02/07/2022,26.1,22.7,29.7,22.7 - 29.7,25.5-26.9
Symptoms of Anxiety Disorder,Wyoming,01/26/2022,02/07/2022,30.3,25.2,35.7,25.2 - 35.7,29.4-34.4
Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,01/26/2022,02/07/2022,33.8,27.0,41.1,27.0 - 41.1,33.5-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,01/26/2022,02/07/2022,33.4,28.7,38.2,28.7 - 38.2,31.8-33.4
Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,01/26/2022,02/07/2022,31.5,27.4,35.9,27.4 - 35.9,28.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,01/26/2022,02/07/2022,38.2,33.1,43.4,33.1 - 43.4,33.5-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,California,01/26/2022,02/07/2022,32.9,30.3,35.6,30.3 - 35.6,31.8-33.4
Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,01/26/2022,02/07/2022,28.5,25.1,32.1,25.1 - 32.1,23.9-28.5
Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,01/26/2022,02/07/2022,32.3,28.5,36.3,28.5 - 36.3,31.8-33.4
Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,01/26/2022,02/07/2022,33.4,28.3,38.9,28.3 - 38.9,31.8-33.4
Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,01/26/2022,02/07/2022,27.1,22.5,32.1,22.5 - 32.1,23.9-28.5
Symptoms of Anxiety Disorder or Depressive Disorder,Florida,01/26/2022,02/07/2022,32.6,29.6,35.7,29.6 - 35.7,31.8-33.4
Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,01/26/2022,02/07/2022,31.9,27.8,36.1,27.8 - 36.1,31.8-33.4
Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,01/26/2022,02/07/2022,33.1,29.3,37.2,29.3 - 37.2,31.8-33.4
Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,01/26/2022,02/07/2022,26.2,22.5,30.2,22.5 - 30.2,23.9-28.5
Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,01/26/2022,02/07/2022,32.6,28.8,36.6,28.8 - 36.6,31.8-33.4
Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,01/26/2022,02/07/2022,29.2,25.9,32.7,25.9 - 32.7,28.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,01/26/2022,02/07/2022,24.5,21.1,28.1,21.1 - 28.1,23.9-28.5
Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,01/26/2022,02/07/2022,29.8,26.6,33.1,26.6 - 33.1,28.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,01/26/2022,02/07/2022,33.7,29.6,37.9,29.6 - 37.9,33.5-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,01/26/2022,02/07/2022,35.2,29.2,41.5,29.2 - 41.5,33.5-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,Maine,01/26/2022,02/07/2022,31.3,26.6,36.4,26.6 - 36.4,28.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,01/26/2022,02/07/2022,31.1,27.9,34.4,27.9 - 34.4,28.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,01/26/2022,02/07/2022,30.6,27.5,33.8,27.5 - 33.8,28.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,01/26/2022,02/07/2022,32.0,29.4,34.7,29.4 - 34.7,31.8-33.4
Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,01/26/2022,02/07/2022,24.7,21.0,28.7,21.0 - 28.7,23.9-28.5
Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,01/26/2022,02/07/2022,37.2,30.4,44.4,30.4 - 44.4,33.5-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,01/26/2022,02/07/2022,31.4,27.9,35.2,27.9 - 35.2,28.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,Montana,01/26/2022,02/07/2022,33.3,28.8,38.0,28.8 - 38.0,31.8-33.4
Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,01/26/2022,02/07/2022,28.3,23.7,33.2,23.7 - 33.2,23.9-28.5
Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,01/26/2022,02/07/2022,37.0,32.6,41.5,32.6 - 41.5,33.5-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,01/26/2022,02/07/2022,23.9,20.4,27.8,20.4 - 27.8,23.9-28.5
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,01/26/2022,02/07/2022,34.9,30.7,39.4,30.7 - 39.4,33.5-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,01/26/2022,02/07/2022,34.8,30.8,39.0,30.8 - 39.0,33.5-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,New York,01/26/2022,02/07/2022,29.6,25.0,34.4,25.0 - 34.4,28.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,01/26/2022,02/07/2022,28.0,24.1,32.2,24.1 - 32.2,23.9-28.5
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,01/26/2022,02/07/2022,30.0,25.3,35.0,25.3 - 35.0,28.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,01/26/2022,02/07/2022,26.7,23.2,30.6,23.2 - 30.6,23.9-28.5
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,01/26/2022,02/07/2022,33.9,29.0,39.0,29.0 - 39.0,33.5-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,01/26/2022,02/07/2022,37.2,34.4,40.0,34.4 - 40.0,33.5-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,01/26/2022,02/07/2022,31.7,28.1,35.5,28.1 - 35.5,28.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,01/26/2022,02/07/2022,27.6,23.0,32.7,23.0 - 32.7,23.9-28.5
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,01/26/2022,02/07/2022,29.7,25.8,33.8,25.8 - 33.8,28.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,01/26/2022,02/07/2022,27.2,22.8,31.9,22.8 - 31.9,23.9-28.5
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,01/26/2022,02/07/2022,33.9,30.7,37.3,30.7 - 37.3,33.5-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,01/26/2022,02/07/2022,32.9,30.1,35.9,30.1 - 35.9,31.8-33.4
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,01/26/2022,02/07/2022,28.3,25.3,31.3,25.3 - 31.3,23.9-28.5
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,01/26/2022,02/07/2022,31.6,26.0,37.7,26.0 - 37.7,28.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,01/26/2022,02/07/2022,29.8,26.4,33.3,26.4 - 33.3,28.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,01/26/2022,02/07/2022,32.3,29.9,34.7,29.9 - 34.7,31.8-33.4
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,01/26/2022,02/07/2022,36.1,30.2,42.3,30.2 - 42.3,33.5-38.2
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,01/26/2022,02/07/2022,28.2,24.9,31.8,24.9 - 31.8,23.9-28.5
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,01/26/2022,02/07/2022,33.0,27.6,38.7,27.6 - 38.7,31.8-33.4
Symptoms of Depressive Disorder,Alabama,03/02/2022,03/14/2022,26.4,22.0,31.2,22.0 - 31.2,22.9-28.4
Symptoms of Depressive Disorder,Alaska,03/02/2022,03/14/2022,22.4,18.9,26.2,18.9 - 26.2,21.1-22.8
Symptoms of Depressive Disorder,Arizona,03/02/2022,03/14/2022,25.0,22.2,28.0,22.2 - 28.0,22.9-28.4
Symptoms of Depressive Disorder,Arkansas,03/02/2022,03/14/2022,28.4,23.9,33.2,23.9 - 33.2,22.9-28.4
Symptoms of Depressive Disorder,California,03/02/2022,03/14/2022,22.7,20.3,25.2,20.3 - 25.2,21.1-22.8
Symptoms of Depressive Disorder,Colorado,03/02/2022,03/14/2022,18.8,15.8,22.1,15.8 - 22.1,14.5-18.8
Symptoms of Depressive Disorder,Connecticut,03/02/2022,03/14/2022,17.1,14.7,19.8,14.7 - 19.8,14.5-18.8
Symptoms of Depressive Disorder,Delaware,03/02/2022,03/14/2022,14.5,11.0,18.6,11.0 - 18.6,14.5-18.8
Symptoms of Depressive Disorder,District of Columbia,03/02/2022,03/14/2022,19.8,14.4,26.2,14.4 - 26.2,18.9-21.0
Symptoms of Depressive Disorder,Florida,03/02/2022,03/14/2022,19.8,17.2,22.6,17.2 - 22.6,18.9-21.0
Symptoms of Depressive Disorder,Georgia,03/02/2022,03/14/2022,21.2,18.2,24.4,18.2 - 24.4,21.1-22.8
Symptoms of Depressive Disorder,Hawaii,03/02/2022,03/14/2022,18.5,14.8,22.6,14.8 - 22.6,14.5-18.8
Symptoms of Depressive Disorder,Idaho,03/02/2022,03/14/2022,18.3,15.0,22.0,15.0 - 22.0,14.5-18.8
Symptoms of Depressive Disorder,Illinois,03/02/2022,03/14/2022,22.8,19.7,26.2,19.7 - 26.2,21.1-22.8
Symptoms of Depressive Disorder,Indiana,03/02/2022,03/14/2022,20.8,17.2,24.8,17.2 - 24.8,18.9-21.0
Symptoms of Depressive Disorder,Iowa,03/02/2022,03/14/2022,21.3,18.4,24.5,18.4 - 24.5,21.1-22.8
Symptoms of Depressive Disorder,Kansas,03/02/2022,03/14/2022,21.4,17.9,25.2,17.9 - 25.2,21.1-22.8
Symptoms of Depressive Disorder,Kentucky,03/02/2022,03/14/2022,23.1,19.8,26.6,19.8 - 26.6,22.9-28.4
Symptoms of Depressive Disorder,Louisiana,03/02/2022,03/14/2022,26.1,21.9,30.7,21.9 - 30.7,22.9-28.4
Symptoms of Depressive Disorder,Maine,03/02/2022,03/14/2022,19.4,16.2,23.0,16.2 - 23.0,18.9-21.0
Symptoms of Depressive Disorder,Maryland,03/02/2022,03/14/2022,18.3,14.9,22.0,14.9 - 22.0,14.5-18.8
Symptoms of Depressive Disorder,Massachusetts,03/02/2022,03/14/2022,19.8,17.0,23.0,17.0 - 23.0,18.9-21.0
Symptoms of Depressive Disorder,Michigan,03/02/2022,03/14/2022,19.2,16.8,21.8,16.8 - 21.8,18.9-21.0
Symptoms of Depressive Disorder,Minnesota,03/02/2022,03/14/2022,19.2,16.5,22.2,16.5 - 22.2,18.9-21.0
Symptoms of Depressive Disorder,Mississippi,03/02/2022,03/14/2022,27.6,22.4,33.1,22.4 - 33.1,22.9-28.4
Symptoms of Depressive Disorder,Missouri,03/02/2022,03/14/2022,22.3,18.8,26.1,18.8 - 26.1,21.1-22.8
Symptoms of Depressive Disorder,Montana,03/02/2022,03/14/2022,15.8,12.8,19.3,12.8 - 19.3,14.5-18.8
Symptoms of Depressive Disorder,Nebraska,03/02/2022,03/14/2022,20.9,18.2,23.7,18.2 - 23.7,18.9-21.0
Symptoms of Depressive Disorder,Nevada,03/02/2022,03/14/2022,23.1,19.7,26.7,19.7 - 26.7,22.9-28.4
Symptoms of Depressive Disorder,New Hampshire,03/02/2022,03/14/2022,18.8,15.6,22.3,15.6 - 22.3,14.5-18.8
Symptoms of Depressive Disorder,New Jersey,03/02/2022,03/14/2022,19.3,16.4,22.4,16.4 - 22.4,18.9-21.0
Symptoms of Depressive Disorder,New Mexico,03/02/2022,03/14/2022,24.0,20.3,28.1,20.3 - 28.1,22.9-28.4
Symptoms of Depressive Disorder,New York,03/02/2022,03/14/2022,20.5,17.1,24.3,17.1 - 24.3,18.9-21.0
Symptoms of Depressive Disorder,North Carolina,03/02/2022,03/14/2022,21.5,16.9,26.7,16.9 - 26.7,21.1-22.8
Symptoms of Depressive Disorder,North Dakota,03/02/2022,03/14/2022,18.6,14.8,22.9,14.8 - 22.9,14.5-18.8
Symptoms of Depressive Disorder,Ohio,03/02/2022,03/14/2022,21.7,18.4,25.4,18.4 - 25.4,21.1-22.8
Symptoms of Depressive Disorder,Oklahoma,03/02/2022,03/14/2022,24.6,20.3,29.3,20.3 - 29.3,22.9-28.4
Symptoms of Depressive Disorder,Oregon,03/02/2022,03/14/2022,24.4,21.5,27.5,21.5 - 27.5,22.9-28.4
Symptoms of Depressive Disorder,Pennsylvania,03/02/2022,03/14/2022,21.4,18.7,24.3,18.7 - 24.3,21.1-22.8
Symptoms of Depressive Disorder,Rhode Island,03/02/2022,03/14/2022,16.0,12.7,19.8,12.7 - 19.8,14.5-18.8
Symptoms of Depressive Disorder,South Carolina,03/02/2022,03/14/2022,17.3,14.2,20.8,14.2 - 20.8,14.5-18.8
Symptoms of Depressive Disorder,South Dakota,03/02/2022,03/14/2022,18.8,14.7,23.6,14.7 - 23.6,14.5-18.8
Symptoms of Depressive Disorder,Tennessee,03/02/2022,03/14/2022,20.6,17.2,24.4,17.2 - 24.4,18.9-21.0
Symptoms of Depressive Disorder,Texas,03/02/2022,03/14/2022,25.9,22.0,30.1,22.0 - 30.1,22.9-28.4
Symptoms of Depressive Disorder,Utah,03/02/2022,03/14/2022,22.5,19.1,26.1,19.1 - 26.1,21.1-22.8
Symptoms of Depressive Disorder,Vermont,03/02/2022,03/14/2022,21.9,17.3,27.1,17.3 - 27.1,21.1-22.8
Symptoms of Depressive Disorder,Virginia,03/02/2022,03/14/2022,20.3,17.3,23.5,17.3 - 23.5,18.9-21.0
Symptoms of Depressive Disorder,Washington,03/02/2022,03/14/2022,21.3,18.3,24.5,18.3 - 24.5,21.1-22.8
Symptoms of Depressive Disorder,West Virginia,03/02/2022,03/14/2022,24.6,20.0,29.6,20.0 - 29.6,22.9-28.4
Symptoms of Depressive Disorder,Wisconsin,03/02/2022,03/14/2022,18.4,14.9,22.3,14.9 - 22.3,14.5-18.8
Symptoms of Depressive Disorder,Wyoming,03/02/2022,03/14/2022,21.0,17.6,24.8,17.6 - 24.8,18.9-21.0
Symptoms of Anxiety Disorder,Alabama,03/02/2022,03/14/2022,26.4,21.8,31.4,21.8 - 31.4,24.5-26.6
Symptoms of Anxiety Disorder,Alaska,03/02/2022,03/14/2022,28.3,24.3,32.7,24.3 - 32.7,26.7-29.5
Symptoms of Anxiety Disorder,Arizona,03/02/2022,03/14/2022,28.7,25.1,32.4,25.1 - 32.4,26.7-29.5
Symptoms of Anxiety Disorder,Arkansas,03/02/2022,03/14/2022,33.1,28.1,38.4,28.1 - 38.4,29.6-35.2
Symptoms of Anxiety Disorder,California,03/02/2022,03/14/2022,28.8,26.5,31.1,26.5 - 31.1,26.7-29.5
Symptoms of Anxiety Disorder,Colorado,03/02/2022,03/14/2022,24.0,21.6,26.6,21.6 - 26.6,20.7-24.4
Symptoms of Anxiety Disorder,Connecticut,03/02/2022,03/14/2022,25.3,21.6,29.3,21.6 - 29.3,24.5-26.6
Symptoms of Anxiety Disorder,Delaware,03/02/2022,03/14/2022,22.0,18.4,26.0,18.4 - 26.0,20.7-24.4
Symptoms of Anxiety Disorder,District of Columbia,03/02/2022,03/14/2022,29.0,23.5,34.9,23.5 - 34.9,26.7-29.5
Symptoms of Anxiety Disorder,Florida,03/02/2022,03/14/2022,25.5,22.8,28.4,22.8 - 28.4,24.5-26.6
Symptoms of Anxiety Disorder,Georgia,03/02/2022,03/14/2022,25.0,21.3,28.9,21.3 - 28.9,24.5-26.6
Symptoms of Anxiety Disorder,Hawaii,03/02/2022,03/14/2022,20.7,17.1,24.8,17.1 - 24.8,20.7-24.4
Symptoms of Anxiety Disorder,Idaho,03/02/2022,03/14/2022,27.3,23.6,31.4,23.6 - 31.4,26.7-29.5
Symptoms of Anxiety Disorder,Illinois,03/02/2022,03/14/2022,27.5,24.2,31.0,24.2 - 31.0,26.7-29.5
Symptoms of Anxiety Disorder,Indiana,03/02/2022,03/14/2022,26.3,22.6,30.2,22.6 - 30.2,24.5-26.6
Symptoms of Anxiety Disorder,Iowa,03/02/2022,03/14/2022,23.7,20.5,27.2,20.5 - 27.2,20.7-24.4
Symptoms of Anxiety Disorder,Kansas,03/02/2022,03/14/2022,27.7,24.7,30.9,24.7 - 30.9,26.7-29.5
Symptoms of Anxiety Disorder,Kentucky,03/02/2022,03/14/2022,31.5,27.5,35.8,27.5 - 35.8,29.6-35.2
Symptoms of Anxiety Disorder,Louisiana,03/02/2022,03/14/2022,35.2,30.3,40.3,30.3 - 40.3,29.6-35.2
Symptoms of Anxiety Disorder,Maine,03/02/2022,03/14/2022,24.4,20.7,28.4,20.7 - 28.4,20.7-24.4
Symptoms of Anxiety Disorder,Maryland,03/02/2022,03/14/2022,25.0,21.6,28.6,21.6 - 28.6,24.5-26.6
Symptoms of Anxiety Disorder,Massachusetts,03/02/2022,03/14/2022,27.7,24.8,30.8,24.8 - 30.8,26.7-29.5
Symptoms of Anxiety Disorder,Michigan,03/02/2022,03/14/2022,23.7,21.1,26.5,21.1 - 26.5,20.7-24.4
Symptoms of Anxiety Disorder,Minnesota,03/02/2022,03/14/2022,24.7,21.9,27.6,21.9 - 27.6,24.5-26.6
Symptoms of Anxiety Disorder,Mississippi,03/02/2022,03/14/2022,31.4,26.6,36.5,26.6 - 36.5,29.6-35.2
Symptoms of Anxiety Disorder,Missouri,03/02/2022,03/14/2022,29.6,26.0,33.4,26.0 - 33.4,29.6-35.2
Symptoms of Anxiety Disorder,Montana,03/02/2022,03/14/2022,23.4,19.2,28.0,19.2 - 28.0,20.7-24.4
Symptoms of Anxiety Disorder,Nebraska,03/02/2022,03/14/2022,25.4,22.6,28.4,22.6 - 28.4,24.5-26.6
Symptoms of Anxiety Disorder,Nevada,03/02/2022,03/14/2022,29.2,26.1,32.5,26.1 - 32.5,26.7-29.5
Symptoms of Anxiety Disorder,New Hampshire,03/02/2022,03/14/2022,26.4,22.1,31.0,22.1 - 31.0,24.5-26.6
Symptoms of Anxiety Disorder,New Jersey,03/02/2022,03/14/2022,22.4,19.6,25.4,19.6 - 25.4,20.7-24.4
Symptoms of Anxiety Disorder,New Mexico,03/02/2022,03/14/2022,31.3,27.9,34.9,27.9 - 34.9,29.6-35.2
Symptoms of Anxiety Disorder,New York,03/02/2022,03/14/2022,24.7,21.4,28.2,21.4 - 28.2,24.5-26.6
